sentence,sentiment,label
مجھے اپنے رویے پر گہرا افسوس ہے۔,ASHAMED,3
مجھے اس رویے پر افسوس ہے۔,ASHAMED,3
میں اپنی غلطی پر شرمندہ ہوں۔,ASHAMED,3
میں اپنے نامناسب رویے پر شرمندہ ہوں۔,ASHAMED,3
مجھے افسوس ہے کہ میں نے اس کو نظر انداز کیا۔,ASHAMED,3
مجھے اپنے رویے پر گہرا افسوس ہے۔,ASHAMED,3
مجھے اس رویے پر افسوس ہے۔,ASHAMED,3
میں اپنی غلطی پر شرمندہ ہوں۔,ASHAMED,3
میں اپنے نامناسب رویے پر شرمندہ ہوں۔,ASHAMED,3
مجھے افسوس ہے کہ میں نے اس کو نظر انداز کیا۔,ASHAMED,3
مجھے اپنے رویے پر گہرا افسوس ہے۔,ASHAMED,3
مجھے اس رویے پر افسوس ہے۔,ASHAMED,3
میں اپنی غلطی پر شرمندہ ہوں۔,ASHAMED,3
میں اپنے نامناسب رویے پر شرمندہ ہوں۔,ASHAMED,3
مجھے افسوس ہے کہ میں نے اس کو نظر انداز کیا۔,ASHAMED,3
مجھے اپنے رویے پر گہرا افسوس ہے۔,ASHAMED,3
مجھے اس رویے پر افسوس ہے۔,ASHAMED,3
میں اپنی غلطی پر شرمندہ ہوں۔,ASHAMED,3
میں اپنے نامناسب رویے پر شرمندہ ہوں۔,ASHAMED,3
مجھے افسوس ہے کہ میں نے اس کو نظر انداز کیا۔,ASHAMED,3
مجھے اپنے رویے پر گہرا افسوس ہے۔,ASHAMED,3
مجھے اس رویے پر افسوس ہے۔,ASHAMED,3
میں اپنی غلطی پر شرمندہ ہوں۔,ASHAMED,3
میں اپنے نامناسب رویے پر شرمندہ ہوں۔,ASHAMED,3
مجھے افسوس ہے کہ میں نے اس کو نظر انداز کیا۔,ASHAMED,3
مجھے اپنے رویے پر گہرا افسوس ہے۔,ASHAMED,3
مجھے اس رویے پر افسوس ہے۔,ASHAMED,3
میں اپنی غلطی پر شرمندہ ہوں۔,ASHAMED,3
میں اپنے نامناسب رویے پر شرمندہ ہوں۔,ASHAMED,3
مجھے افسوس ہے کہ میں نے اس کو نظر انداز کیا۔,ASHAMED,3
مجھے اپنے رویے پر گہرا افسوس ہے۔,ASHAMED,3
مجھے اس رویے پر افسوس ہے۔,ASHAMED,3
میں اپنی غلطی پر شرمندہ ہوں۔,ASHAMED,3
میں اپنے نامناسب رویے پر شرمندہ ہوں۔,ASHAMED,3
مجھے افسوس ہے کہ میں نے اس کو نظر انداز کیا۔,ASHAMED,3
مجھے اپنے رویے پر گہرا افسوس ہے۔,ASHAMED,3
مجھے اس رویے پر افسوس ہے۔,ASHAMED,3
میں اپنی غلطی پر شرمندہ ہوں۔,ASHAMED,3
میں اپنے نامناسب رویے پر شرمندہ ہوں۔,ASHAMED,3
مجھے افسوس ہے کہ میں نے اس کو نظر انداز کیا۔,ASHAMED,3
مجھے اپنے رویے پر گہرا افسوس ہے۔,ASHAMED,3
مجھے اس رویے پر افسوس ہے۔,ASHAMED,3
میں اپنی غلطی پر شرمندہ ہوں۔,ASHAMED,3
میں اپنے نامناسب رویے پر شرمندہ ہوں۔,ASHAMED,3
مجھے افسوس ہے کہ میں نے اس کو نظر انداز کیا۔,ASHAMED,3
مجھے اپنے رویے پر گہرا افسوس ہے۔,ASHAMED,3
مجھے اس رویے پر افسوس ہے۔,ASHAMED,3
میں اپنی غلطی پر شرمندہ ہوں۔,ASHAMED,3
میں اپنے نامناسب رویے پر شرمندہ ہوں۔,ASHAMED,3
مجھے افسوس ہے کہ میں نے اس کو نظر انداز کیا۔,ASHAMED,3
مجھے اپنے رویے پر گہرا افسوس ہے۔,ASHAMED,3
مجھے اس رویے پر افسوس ہے۔,ASHAMED,3
میں اپنی غلطی پر شرمندہ ہوں۔,ASHAMED,3
میں اپنے نامناسب رویے پر شرمندہ ہوں۔,ASHAMED,3
مجھے افسوس ہے کہ میں نے اس کو نظر انداز کیا۔,ASHAMED,3
مجھے اپنے رویے پر گہرا افسوس ہے۔,ASHAMED,3
مجھے اس رویے پر افسوس ہے۔,ASHAMED,3
میں اپنی غلطی پر شرمندہ ہوں۔,ASHAMED,3
میں اپنے نامناسب رویے پر شرمندہ ہوں۔,ASHAMED,3
مجھے افسوس ہے کہ میں نے اس کو نظر انداز کیا۔,ASHAMED,3
مجھے اپنے رویے پر گہرا افسوس ہے۔,ASHAMED,3
مجھے اس رویے پر افسوس ہے۔,ASHAMED,3
میں اپنی غلطی پر شرمندہ ہوں۔,ASHAMED,3
میں اپنے نامناسب رویے پر شرمندہ ہوں۔,ASHAMED,3
مجھے افسوس ہے کہ میں نے اس کو نظر انداز کیا۔,ASHAMED,3
مجھے اپنے رویے پر گہرا افسوس ہے۔,ASHAMED,3
مجھے اس رویے پر افسوس ہے۔,ASHAMED,3
میں اپنی غلطی پر شرمندہ ہوں۔,ASHAMED,3
میں اپنے نامناسب رویے پر شرمندہ ہوں۔,ASHAMED,3
مجھے افسوس ہے کہ میں نے اس کو نظر انداز کیا۔,ASHAMED,3
مجھے اپنے رویے پر گہرا افسوس ہے۔,ASHAMED,3
مجھے اس رویے پر افسوس ہے۔,ASHAMED,3
میں اپنی غلطی پر شرمندہ ہوں۔,ASHAMED,3
میں اپنے نامناسب رویے پر شرمندہ ہوں۔,ASHAMED,3
مجھے افسوس ہے کہ میں نے اس کو نظر انداز کیا۔,ASHAMED,3
میں بہت اداس ہوں.,DISAPPOINTED,4
مجھے مایوسی محسوس ہوتی ہے۔,DISAPPOINTED,4
میرا دل ٹوٹ گیا ھے.,DISAPPOINTED,4
بدقسمتی سے، میں بہت پریشان تھا.,DISAPPOINTED,4
میں بہت مایوس ہوں۔,DISAPPOINTED,4
میں توقع نہیں کر سکتا تھا۔,DISAPPOINTED,4
میں موجودہ صورتحال سے زیادہ مطمئن نہیں ہوں۔,DISAPPOINTED,4
میں نتیجہ سے دکھی ہوں۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا۔,DISAPPOINTED,4
میں مایوس اور مایوس محسوس کرتا ہوں۔,DISAPPOINTED,4
مجھے امید تھی کہ یہ اس سے بہتر ہوگا۔,DISAPPOINTED,4
مجھے موصول ہونے والے نامناسب جواب کے لیے میں معذرت خواہ ہوں۔,DISAPPOINTED,4
مجھے افسوس ہے کہ ایسا ہوا ہے۔,DISAPPOINTED,4
میں بہت بہت مایوس ہوں۔,DISAPPOINTED,4
میرے دل میں ایک تلخ احساس ہے۔,DISAPPOINTED,4
میں اپنی کامیابیوں پر فخر نہیں کر سکتا۔,DISAPPOINTED,4
مجھے نتیجہ سے دکھ ہوا۔,DISAPPOINTED,4
اگرچہ میں نے کوشش کی لیکن میں کامیاب نہ ہو سکا۔,DISAPPOINTED,4
مجھے جو نتیجہ ملا ہے میں اس سے مطمئن نہیں ہوں۔,DISAPPOINTED,4
مجھے ایک ناکامی کی طرح محسوس ہوتا ہے۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا۔,DISAPPOINTED,4
میں اپنی کوششوں سے تھک گیا ہوں اور میں اداس ہوں۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا۔,DISAPPOINTED,4
ناکامی اور ناکامی کا احساس حاصل ہو چکا ہے۔,DISAPPOINTED,4
میں نے اپنے خرچ کردہ وقت اور توانائی پر افسوس کیا۔,DISAPPOINTED,4
میں نتیجہ سے بہت ناخوش ہوں۔,DISAPPOINTED,4
میں شدید مایوس اور اداس محسوس کرتا ہوں۔,DISAPPOINTED,4
میری تمام تر کوششوں کے باوجود مجھے کوئی نتیجہ نہیں مل سکا۔,DISAPPOINTED,4
میں مایوس ہوں کہ میں نے اپنا مقصد حاصل نہیں کیا۔,DISAPPOINTED,4
میں اپنے دل میں شکست خوردہ محسوس کرتا ہوں۔,DISAPPOINTED,4
مجھے افسوس ہے کہ میری توقعات پوری نہیں ہوئیں۔,DISAPPOINTED,4
اپنی تمام تر کوششوں کے باوجود میں اپنی توقعات پر پورا نہیں اتر سکا۔,DISAPPOINTED,4
مجھے شدید مایوسی محسوس ہوتی ہے۔,DISAPPOINTED,4
مجھے بہت دکھ ہوا کہ ہم یہاں پہنچے ہیں۔,DISAPPOINTED,4
جو نتیجہ ملا اس کے لیے میرا دل بہت تلخ ہے۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور اس نے مجھے اداس کر دیا۔,DISAPPOINTED,4
میں گہری شکست اور مایوسی محسوس کرتا ہوں۔,DISAPPOINTED,4
تمام تر کوششوں کے باوجود میں اپنے مقصد تک نہیں پہنچ سکا۔,DISAPPOINTED,4
میں اپنے دل میں ایک بڑی ناکامی اور اداسی محسوس کرتا ہوں۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور ناکامی کا یہ احساس مجھے حاصل ہوا ہے۔,DISAPPOINTED,4
میں شدید شکست خوردہ اور پریشان محسوس کرتا ہوں کہ میں کسی نتیجے پر پہنچنے میں کامیاب رہا۔,DISAPPOINTED,4
میں بہت پریشان ہوں کہ میری توقعات پوری نہیں ہوئیں۔,DISAPPOINTED,4
جو نتیجہ ملا اس کے لیے میرا دل بہت تلخ ہے۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور اس نے مجھے مزید اداس کر دیا ہے۔,DISAPPOINTED,4
مجھے ناکامی اور مایوسی کا گہرا احساس ہے کہ میں اپنی توقعات پر پورا اترنے میں کامیاب رہا۔,DISAPPOINTED,4
تمام تر کوششوں کے باوجود میں اپنے مقصد تک نہیں پہنچ سکا اور ناکامی کا یہ احساس بڑھ گیا۔,DISAPPOINTED,4
میں اپنے دل میں ایک بڑی ناکامی اور اداسی محسوس کرتا ہوں کہ میں اپنی امیدوں کو حاصل کرنے میں کامیاب رہا۔,DISAPPOINTED,4
میں کوئی نتیجہ حاصل نہیں کر سکا اور ناکامی کا یہ احساس حاصل ہو گیا۔,DISAPPOINTED,4
مجھے بہت دکھ ہے کہ ہم یہاں پہنچے اور میری توقعات پوری نہیں ہوئیں۔,DISAPPOINTED,4
میرا دل اس نتیجہ پر بہت تلخ اور اداس ہے جو حاصل ہوا۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور اس نے مجھے مزید اداس کر دیا ہے۔,DISAPPOINTED,4
مجھے ناکامی اور مایوسی کا گہرا احساس ہے کہ میں اپنی توقعات پر پورا اترنے میں کامیاب رہا۔,DISAPPOINTED,4
تمام تر کوششوں کے باوجود میں اپنے مقصد تک نہیں پہنچ سکا اور ناکامی کا یہ احساس بڑھ گیا۔,DISAPPOINTED,4
میں اپنے دل میں ایک بڑی ناکامی اور اداسی محسوس کرتا ہوں کہ میں اپنی امیدوں کو حاصل کرنے میں کامیاب رہا۔,DISAPPOINTED,4
میں کوئی نتیجہ حاصل نہیں کر سکا اور ناکامی کا یہ احساس حاصل ہو گیا۔,DISAPPOINTED,4
مجھے بہت دکھ ہے کہ ہم یہاں پہنچے اور میری توقعات پوری نہیں ہوئیں۔,DISAPPOINTED,4
میرا دل اس نتیجہ پر بہت تلخ اور اداس ہے جو حاصل ہوا۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور اس نے مجھے مزید اداس کر دیا ہے۔,DISAPPOINTED,4
مجھے ناکامی اور مایوسی کا گہرا احساس ہے کہ میں اپنی توقعات پر پورا اترنے میں کامیاب رہا۔,DISAPPOINTED,4
تمام تر کوششوں کے باوجود میں اپنے مقصد تک نہیں پہنچ سکا اور ناکامی کا یہ احساس بڑھ گیا۔,DISAPPOINTED,4
میں اپنے دل میں ایک بڑی ناکامی اور اداسی محسوس کرتا ہوں کہ میں اپنی امیدوں کو حاصل کرنے میں کامیاب رہا۔,DISAPPOINTED,4
میں کوئی نتیجہ حاصل نہیں کر سکا اور ناکامی کا یہ احساس حاصل ہو گیا۔,DISAPPOINTED,4
مجھے بہت دکھ ہے کہ ہم یہاں پہنچے اور میری توقعات پوری نہیں ہوئیں۔,DISAPPOINTED,4
میرا دل اس نتیجہ پر بہت تلخ اور اداس ہے جو حاصل ہوا۔,DISAPPOINTED,4
مجھے ناکامی اور مایوسی کا گہرا احساس ہے کہ میں اپنی توقعات پر پورا اترنے میں کامیاب رہا۔,DISAPPOINTED,4
تمام تر کوششوں کے باوجود میں اپنے مقصد تک نہیں پہنچ سکا اور ناکامی کا یہ احساس بڑھ گیا۔,DISAPPOINTED,4
میں اپنے دل میں ایک بڑی ناکامی اور اداسی محسوس کرتا ہوں کہ میں اپنی امیدوں کو حاصل کرنے میں کامیاب رہا۔,DISAPPOINTED,4
میں کوئی نتیجہ حاصل نہیں کر سکا اور ناکامی کا یہ احساس حاصل ہو گیا۔,DISAPPOINTED,4
مجھے بہت دکھ ہے کہ ہم یہاں پہنچے اور میری توقعات پوری نہیں ہوئیں۔,DISAPPOINTED,4
میرا دل اس نتیجہ پر بہت تلخ اور اداس ہے جو حاصل ہوا۔,DISAPPOINTED,4
مجھے ناکامی اور مایوسی کا گہرا احساس ہے کہ میں اپنی توقعات پر پورا اترنے میں کامیاب رہا۔,DISAPPOINTED,4
تمام تر کوششوں کے باوجود میں اپنے مقصد تک نہیں پہنچ سکا اور ناکامی کا یہ احساس بڑھ گیا۔,DISAPPOINTED,4
میں اپنے دل میں ایک بڑی ناکامی اور اداسی محسوس کرتا ہوں کہ میں اپنی امیدوں کو حاصل کرنے میں کامیاب رہا۔,DISAPPOINTED,4
میں کوئی نتیجہ حاصل نہیں کر سکا اور ناکامی کا یہ احساس حاصل ہو گیا۔,DISAPPOINTED,4
مجھے بہت دکھ ہے کہ ہم یہاں پہنچے اور میری توقعات پوری نہیں ہوئیں۔,DISAPPOINTED,4
میرا دل اس نتیجہ پر بہت تلخ اور اداس ہے جو حاصل ہوا۔,DISAPPOINTED,4
مجھے ناکامی اور مایوسی کا گہرا احساس ہے کہ میں اپنی توقعات پر پورا اترنے میں کامیاب رہا۔,DISAPPOINTED,4
تمام تر کوششوں کے باوجود میں اپنے مقصد تک نہیں پہنچ سکا اور ناکامی کا یہ احساس بڑھ گیا۔,DISAPPOINTED,4
میں اپنے دل میں ایک بڑی ناکامی اور اداسی محسوس کرتا ہوں کہ میں اپنی امیدوں کو حاصل کرنے میں کامیاب رہا۔,DISAPPOINTED,4
میں کوئی نتیجہ حاصل نہیں کر سکا اور ناکامی کا یہ احساس حاصل ہو گیا۔,DISAPPOINTED,4
مجھے بہت دکھ ہے کہ ہم یہاں پہنچے اور میری توقعات پوری نہیں ہوئیں۔,DISAPPOINTED,4
میرا دل اس نتیجہ پر بہت تلخ اور اداس ہے جو حاصل ہوا۔,DISAPPOINTED,4
مجھے ناکامی اور مایوسی کا گہرا احساس ہے کہ میں اپنی توقعات پر پورا اترنے میں کامیاب رہا۔,DISAPPOINTED,4
میں بہت اداس ہوں.,DISAPPOINTED,4
مجھے مایوسی محسوس ہوتی ہے۔,DISAPPOINTED,4
میرا دل ٹوٹ گیا ھے.,DISAPPOINTED,4
بدقسمتی سے، میں بہت پریشان تھا.,DISAPPOINTED,4
میں بہت مایوس ہوں۔,DISAPPOINTED,4
میں نتیجہ سے دکھی ہوں۔,DISAPPOINTED,4
میں مزید کی امید کر رہا تھا۔,DISAPPOINTED,4
مجھے نتیجہ سے زیادہ امید تھی۔,DISAPPOINTED,4
مجھے ایک ناکامی کی طرح محسوس ہوتا ہے۔,DISAPPOINTED,4
میں اس صورتحال سے بہت مایوس ہوں۔,DISAPPOINTED,4
میں اپنے آپ سے پریشان ہوں۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا۔,DISAPPOINTED,4
مجھے بہت امید تھی، لیکن ایسا نہیں ہوا۔,DISAPPOINTED,4
میں بہت پریشان تھا، بہتر کی امید میں۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا۔,DISAPPOINTED,4
مجھے نتیجہ سے دکھ ہوا۔,DISAPPOINTED,4
میں بہتر کی امید کر رہا تھا۔,DISAPPOINTED,4
مجھے مزید توقع تھی۔,DISAPPOINTED,4
میں اس نتیجے سے دل شکستہ ہوں۔,DISAPPOINTED,4
مجھے بہت امید تھی، لیکن ایسا نہیں ہوا۔,DISAPPOINTED,4
میں اس نتیجے سے بہت پریشان تھا۔,DISAPPOINTED,4
میں اپنے مقاصد تک نہ پہنچنے کا غمگین ہوں۔,DISAPPOINTED,4
میں نتیجہ پر افسردہ ہوں۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور اس نے مجھے اداس کر دیا۔,DISAPPOINTED,4
میں بہتر کی امید میں بہت پریشان ہوں۔,DISAPPOINTED,4
میں نتیجہ سے دل شکستہ ہوں۔,DISAPPOINTED,4
میں مایوس تھا کیونکہ مجھے زیادہ توقع تھی۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور اس نے مجھے یہ پریشان کر دیا ہے۔,DISAPPOINTED,4
میں اداس ہوں کیونکہ میں اپنی توقعات پر پورا نہیں اتر سکا۔,DISAPPOINTED,4
مجھے بہت دکھ ہے کہ میں ایک بہتر امید پر آیا ہوں۔,DISAPPOINTED,4
میرا دل اپنے مقاصد تک نہ پہنچنے کی وجہ سے ٹوٹا ہے۔,DISAPPOINTED,4
میں نتیجہ سے دکھی ہوں۔,DISAPPOINTED,4
میں بہتر کی امید کر رہا تھا۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور ناکامی کا یہ احساس مجھے حاصل ہوا ہے۔,DISAPPOINTED,4
میں پریشان تھا کیونکہ میں اپنی توقعات پر پورا نہیں اتر سکا۔,DISAPPOINTED,4
میں بہت پریشان ہوں کہ میں نے بہتر کی امید کی تھی اور اس ناکامی کے احساس نے مجھے کمایا ہے۔,DISAPPOINTED,4
میں اپنے اہداف تک نہ پہنچنے پر دل شکستہ ہوں اور میں اس دکھ کو محسوس کرتا ہوں۔,DISAPPOINTED,4
میں مایوس ہوں کیونکہ مجھے زیادہ توقع تھی۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور اس نے مجھے ناکامی کا احساس دلایا ہے اور میں مزید تکلیف کا سامنا کر رہا ہوں۔,DISAPPOINTED,4
میں پریشان تھا کیونکہ میں اپنی توقعات پر پورا نہیں اتر سکا اور میں اس ناکامی کے احساس کا سامنا کر رہا ہوں۔,DISAPPOINTED,4
میں بہت پریشان ہوں کہ میں نے بہتر کی امید کی تھی اور ناکامی کے اس احساس نے مجھے اور بھی مایوس کیا ہے۔,DISAPPOINTED,4
میں اپنے اہداف تک نہ پہنچنے پر دل شکستہ ہوں اور میں اس دکھ کو محسوس کرتا ہوں۔,DISAPPOINTED,4
چونکہ مجھے زیادہ توقع تھی، میں پریشان ہوں اور زیادہ مایوس ہوں۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور اس نے مجھے ناکامی کا احساس دلایا ہے اور میں مزید تکلیف کا سامنا کر رہا ہوں۔,DISAPPOINTED,4
میں پریشان تھا کیونکہ میں اپنی توقعات پر پورا نہیں اتر سکا اور میں اس ناکامی کے احساس کا سامنا کر رہا ہوں۔,DISAPPOINTED,4
حاصل کیا ہے اور میں زیادہ مایوس محسوس کرتا ہوں۔,DISAPPOINTED,4
میں اپنے اہداف تک نہ پہنچنے پر دل شکستہ ہوں اور میں اس دکھ کو محسوس کرتا ہوں۔,DISAPPOINTED,4
چونکہ مجھے زیادہ توقع تھی، میں پریشان ہوں اور زیادہ مایوس ہوں۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور اس نے مجھے ناکامی کا احساس دلایا ہے اور میں مزید تکلیف کا سامنا کر رہا ہوں۔,DISAPPOINTED,4
میں پریشان تھا کیونکہ میں اپنی توقعات پر پورا نہیں اتر سکا اور میں اس ناکامی کے احساس کا سامنا کر رہا ہوں۔,DISAPPOINTED,4
میں بہت پریشان ہوں کہ میں نے بہتر کی امید کی تھی اور ناکامی کے اس احساس نے مجھے اور بھی مایوس کیا ہے۔,DISAPPOINTED,4
میں اپنے اہداف تک نہ پہنچنے پر دل شکستہ ہوں اور میں اس دکھ کو محسوس کرتا ہوں۔,DISAPPOINTED,4
چونکہ مجھے زیادہ توقع تھی، میں پریشان ہوں اور زیادہ مایوس ہوں۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور اس نے مجھے ناکامی کا احساس دلایا ہے اور میں مزید تکلیف کا سامنا کر رہا ہوں۔,DISAPPOINTED,4
میں پریشان تھا کیونکہ میں اپنی توقعات پر پورا نہیں اتر سکا اور میں اس ناکامی کے احساس کا سامنا کر رہا ہوں۔,DISAPPOINTED,4
میں بہت پریشان ہوں کہ میں نے بہتر کی امید کی تھی اور ناکامی کے اس احساس نے مجھے اور بھی مایوس کیا ہے۔,DISAPPOINTED,4
میں اپنے اہداف تک نہ پہنچنے پر دل شکستہ ہوں اور میں اس دکھ کو محسوس کرتا ہوں۔,DISAPPOINTED,4
چونکہ مجھے زیادہ توقع تھی، میں پریشان ہوں اور زیادہ مایوس ہوں۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور اس نے مجھے ناکامی کا احساس دلایا ہے اور میں مزید تکلیف کا سامنا کر رہا ہوں۔,DISAPPOINTED,4
میں پریشان تھا کیونکہ میں اپنی توقعات پر پورا نہیں اتر سکا اور میں اس ناکامی کے احساس کا سامنا کر رہا ہوں۔,DISAPPOINTED,4
میں بہت پریشان ہوں کہ میں نے بہتر کی امید کی تھی اور ناکامی کے اس احساس نے مجھے اور بھی مایوس کیا ہے۔,DISAPPOINTED,4
میں اپنے اہداف تک نہ پہنچنے پر دل شکستہ ہوں اور میں اس دکھ کو محسوس کرتا ہوں۔,DISAPPOINTED,4
چونکہ مجھے زیادہ توقع تھی، میں پریشان ہوں اور زیادہ مایوس ہوں۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور اس نے مجھے ناکامی کا احساس دلایا ہے اور میں مزید تکلیف کا سامنا کر رہا ہوں۔,DISAPPOINTED,4
میں پریشان تھا کیونکہ میں اپنی توقعات پر پورا نہیں اتر سکا اور میں اس ناکامی کے احساس کا سامنا کر رہا ہوں۔,DISAPPOINTED,4
میں بہت پریشان ہوں کہ میں نے بہتر کی امید کی تھی اور ناکامی کے اس احساس نے مجھے اور بھی مایوس کیا ہے۔,DISAPPOINTED,4
میں اپنے اہداف تک نہ پہنچنے پر دل شکستہ ہوں اور میں اس دکھ کو محسوس کرتا ہوں۔,DISAPPOINTED,4
چونکہ مجھے زیادہ توقع تھی، میں پریشان ہوں اور زیادہ مایوس ہوں۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور اس نے مجھے ناکامی کا احساس دلایا ہے اور میں مزید تکلیف کا سامنا کر رہا ہوں۔,DISAPPOINTED,4
میں پریشان تھا کیونکہ میں اپنی توقعات پر پورا نہیں اتر سکا اور میں اس ناکامی کے احساس کا سامنا کر رہا ہوں۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور اس نے مجھے مزید اداس کر دیا ہے۔,DISAPPOINTED,4
مجھے ناکامی اور مایوسی کا گہرا احساس ہے کہ میں اپنی توقعات پر پورا اترنے میں کامیاب رہا۔,DISAPPOINTED,4
تمام تر کوششوں کے باوجود میں اپنے مقصد تک نہیں پہنچ سکا اور ناکامی کا یہ احساس بڑھ گیا۔,DISAPPOINTED,4
میں اپنے دل میں ایک بڑی ناکامی اور اداسی محسوس کرتا ہوں کہ میں اپنی امیدوں کو حاصل کرنے میں کامیاب رہا۔,DISAPPOINTED,4
میں کوئی نتیجہ حاصل نہیں کر سکا اور ناکامی کا یہ احساس حاصل ہو گیا۔,DISAPPOINTED,4
مجھے بہت دکھ ہے کہ ہم یہاں پہنچے اور میری توقعات پوری نہیں ہوئیں۔,DISAPPOINTED,4
میرا دل اس نتیجہ پر بہت تلخ اور اداس ہے جو حاصل ہوا۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور اس نے مجھے مزید اداس کر دیا ہے۔,DISAPPOINTED,4
مجھے ناکامی اور مایوسی کا گہرا احساس ہے کہ میں اپنی توقعات پر پورا اترنے میں کامیاب رہا۔,DISAPPOINTED,4
تمام تر کوششوں کے باوجود میں اپنے مقصد تک نہیں پہنچ سکا اور ناکامی کا یہ احساس بڑھ گیا۔,DISAPPOINTED,4
میں اپنے دل میں ایک بڑی ناکامی اور اداسی محسوس کرتا ہوں کہ میں اپنی امیدوں کو حاصل کرنے میں کامیاب رہا۔,DISAPPOINTED,4
میں کوئی نتیجہ حاصل نہیں کر سکا اور ناکامی کا یہ احساس حاصل ہو گیا۔,DISAPPOINTED,4
مجھے بہت دکھ ہے کہ ہم یہاں پہنچے اور میری توقعات پوری نہیں ہوئیں۔,DISAPPOINTED,4
میرا دل اس نتیجہ پر بہت تلخ اور اداس ہے جو حاصل ہوا۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور اس نے مجھے مزید اداس کر دیا ہے۔,DISAPPOINTED,4
مجھے ناکامی اور مایوسی کا گہرا احساس ہے کہ میں اپنی توقعات پر پورا اترنے میں کامیاب رہا۔,DISAPPOINTED,4
تمام تر کوششوں کے باوجود میں اپنے مقصد تک نہیں پہنچ سکا اور ناکامی کا یہ احساس بڑھ گیا۔,DISAPPOINTED,4
میں اپنے دل میں ایک بڑی ناکامی اور اداسی محسوس کرتا ہوں کہ میں اپنی امیدوں کو حاصل کرنے میں کامیاب رہا۔,DISAPPOINTED,4
میں کوئی نتیجہ حاصل نہیں کر سکا اور ناکامی کا یہ احساس حاصل ہو گیا۔,DISAPPOINTED,4
مجھے بہت دکھ ہے کہ ہم یہاں پہنچے اور میری توقعات پوری نہیں ہوئیں۔,DISAPPOINTED,4
میرا دل اس نتیجہ پر بہت تلخ اور اداس ہے جو حاصل ہوا۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور اس نے مجھے مزید اداس کر دیا ہے۔,DISAPPOINTED,4
مجھے ناکامی اور مایوسی کا گہرا احساس ہے کہ میں اپنی توقعات پر پورا اترنے میں کامیاب رہا۔,DISAPPOINTED,4
تمام تر کوششوں کے باوجود میں اپنے مقصد تک نہیں پہنچ سکا اور ناکامی کا یہ احساس بڑھ گیا۔,DISAPPOINTED,4
میں اپنے دل میں ایک بڑی ناکامی اور اداسی محسوس کرتا ہوں کہ میں اپنی امیدوں کو حاصل کرنے میں کامیاب رہا۔,DISAPPOINTED,4
میں کوئی نتیجہ حاصل نہیں کر سکا اور ناکامی کا یہ احساس حاصل ہو گیا۔,DISAPPOINTED,4
مجھے بہت دکھ ہے کہ ہم یہاں پہنچے اور میری توقعات پوری نہیں ہوئیں۔,DISAPPOINTED,4
میرا دل اس نتیجہ پر بہت تلخ اور اداس ہے جو حاصل ہوا۔,DISAPPOINTED,4
میں اپنی توقعات پر پورا نہیں اتر سکا اور اس نے مجھے مزید اداس کر دیا ہے۔,DISAPPOINTED,4
مجھے ناکامی اور مایوسی کا گہرا احساس ہے کہ میں اپنی توقعات پر پورا اترنے میں کامیاب رہا۔,DISAPPOINTED,4
تمام تر کوششوں کے باوجود میں اپنے مقصد تک نہیں پہنچ سکا اور ناکامی کا یہ احساس بڑھ گیا۔,DISAPPOINTED,4
میں اپنے دل میں ایک بڑی ناکامی اور اداسی محسوس کرتا ہوں کہ میں اپنی امیدوں کو حاصل کرنے میں کامیاب رہا۔,DISAPPOINTED,4
میں کوئی نتیجہ حاصل نہیں کر سکا اور ناکامی کا یہ احساس حاصل ہو گیا۔,DISAPPOINTED,4
