 Question,Long Answer,Short Answer,Source,Prompts,QnaId,ContextNeeded,InCourse
چه هدفی باید داشته باشم؟,"این هدف باید یک هدف غیرمادی باشد که ما را به سمت رشد و توسعه شخصی در جامعه هدایت می‌کند. به عنوان مثال موفقیت در حوزه‌های آکادمیک، علمی، ادبی، فلسفی، ورزشی، معنوی، حرفه‌ای، خیریه‌ای، تولیدی یا تجاری. مثلاً می‌تواند شامل بازیافت مواد هر هفته یا انجام فعالیت‌های داوطلبانه بیشتری باشد.",این هدف باید یک هدف غیرمادی باشد که ما را به سمت رشد و توسعه شخصی در جامعه هدایت می‌کند.,Editorial,[],182,FALSE,FALSE
آیا می‌توانم هدف‌هایی مانند کسب پول داشته باشم؟,این هدف باید یک هدف غیرمادی باشد.,,Editorial,[],183,FALSE,FALSE
چند مرحله در نظریه خود دلبستگی وجود دارد؟,چهار مرحله‌ی نظریه خود دلبستگی به شرح زیر هستند:‍۱- معرفی نظریه دلبستگی و تکنیک خود دلبستگی (SAT)۲- ارتباط با کودک داخلی (کودک)۳- عاشق شدن به کودک (کودک)۴- آموزش توسعه‌ای برای کودک (کودک),چهار مرحله‌ی نظریه خود دلبستگی وجود دارد.,Editorial,[],184,FALSE,FALSE
چرا به نقش‌ بازی کردن نیاز دارم؟,در نظریه خود دلبستگی، با ارائه مشکلات ما در مدیریت احساسات و توجه به ریشه‌های آن‌ها در توسعه کودکی، به عنوان یک پدر یا مادر به داخلی‌ترین کودک خود نقش بازی می‌کنیم. این کار باعث می‌شود که یاد بگیریم چگونه به طور موثری احساساتمان را کنترل کنیم و از حسن‌طینت استفاده کنیم. از طریق همکاری بین بخش بزرگسال و کودک درون ما، به سوی جایگزینی الگوهای قدیمی با الگوهای جدید، پتانسیل‌هایمان را آزاد می‌کنیم و به دستیابی به اهداف بالاتر کوشش می‌کنیم.,,Editorial,[],185,FALSE,FALSE
اگر هیچ هدفی نداشته باشم چه کنم؟,"اگر در آغاز برنامه هیچ هدف مشخصی نداشته باشیم، سعی می‌کنیم هدف را در طول اجرای پروتکل‌ها پیدا کنیم.",,Editorial,[],186,FALSE,FALSE
چرا نمی‌توانم پیشرفت را احساس کنم؟,"برای دست‌یابی به بهبودهای پایدار با تکنیک خوددلبستگی (SAT)، مهم است که هر روز به طور پیوسته تمرین کنید. تغییر عادات قدیمی و توسعه الگوهای جدید و سالم زمان و صبر می‌طلبد. همانطور که سال‌ها طول کشید تا آن الگوهای قدیمی شکل بگیرند، برای ایجاد الگوهای جدید و بهتر ماه‌ها از تلاش پیوسته نیاز است. بنابراین، پایبندی داشته باشید، صبور باشید و به یاد داشته باشید که پیشرفت تدریجی منجر به تغییر پایدار می‌شود.",,Editorial,[],187,FALSE,FALSE
چند تمرین وجود دارد؟,در دوره خوددلبستگی (SAT) به طور کلی 26 تمرین وجود دارد.,,Editorial,[],188,FALSE,FALSE
مدت دوره چقدر است؟,مدت دوره هشت هفته است.,,Editorial,[],189,FALSE,FALSE
چه نگرشی نسبت به خود کودک باید داشته باشم؟,یکی از اصول‌های دلبستگی به خود این است که نسبت به خود کودک و مشکلات عاطفی‌اش نگرش گرم و مهربانی داشته باشید. این مهربانی بعدها به دیگر افراد هم گسترش می‌یابد.,نیاز به نگرش مهربانی‌آمیز نسبت به خود کودک است.,Editorial,[],191,FALSE,FALSE
چگونه می‌توانیم مهربانی را یاد بگیریم؟,ما می‌توانیم نمونه‌ها و نمونه‌های نقش‌آفرینی از والدین خوب که با کودکان خود تعامل دارند را در خانواده‌هایمان، در بین دوستان، در پارک‌ها و محل‌های بازی یا در وب یافت کنیم: آن‌ها علاوه بر این‌که فرزندان خود را لوس می‌کنند، در لحظات استرس یا حتی در شرایط روزمره، آن‌ها را آغوش می‌گیرند و لطمه می‌زنند.,,Editorial,[],193,FALSE,FALSE
چرا ما عاشق کودک می‌شویم؟,این عاشق شدن با کودک باعث فعال‌شدن سیستم پاداش مغز می‌شود که با آزاد شدن هورمون‌ها و نوروترانسمیترهای شاد، انگیزه، ظرفیت و انرژی لازم برای انجام پروتکل‌های خود-دلبستگی به‌منظور رشد کودک به جلویی عاطفی فراهم می‌آورد.,در خود-دلبستگی، پایه‌نظریه عاشق شدن با کودک، نارسیسیسم ابتدایی یا عشق به خود ذاتی است که فرض می‌شود در همه افراد وجود دارد.,Editorial,[],194,FALSE,FALSE
چگونه نظریه خود دلبستگی به نقش بازی کردن مرتبط است؟,SAT یک نوع بازی نقش‌آفرینی دوگانه است که در آن فرد به‌طور هم‌زمان نقش کودک و نقش بزرگسال را ایفا می‌کند.,,Editorial,[],195,FALSE,FALSE
آیا عاشق شدن به کودک به معنای عاشق شدن به خود است؟,عاشق شدن به کودک کاملاً متفاوت از عاشق شدن به خود است. بزرگسال عاشق کودک می‌شود همانند اینکه والدین خوب عاشق فرزندان خود هستند و به محبت به کودک توجه می‌کنند اما در عین حال خودخواهی ضد اجتماعی و انتظارات بی‌منطق اغراقی کودک را کنترل می‌کند.,,Editorial,[],198,FALSE,FALSE
چه مثال‌هایی از آهنگ‌ها برای عاشق شدن به کودک وجود دارد؟,"قلب من همچنان می‌گردد" از سلین دیون و "زیر دریا" از فیلم "پری دریایی کوچولو" از مثال‌های آهنگ‌ها برای عاشق شدن به کودک هستند.,,Editorial,[],200,FALSE,FALSE
چرا به دلبستگی به طبیعت نیاز داریم؟,دلبستگی به طبیعت یک راه موثر برای افزایش خوشحالی و کاهش احساسات منفی است.,,Editorial,[],201,FALSE,FALSE
چرا نیاز داریم با بلندگویی با کودک صحبت کنیم؟,هدف از با بلندگویی با کودک صحبت کردن، ایجاد اتصال عاطفی با آن‌ها و کمک به توسعه عاطفی‌شان است. از طریق با بلندگویی با کودک صحبت کردن، می‌توانیم به افراد مهربان، خلاق و خوشحال تبدیل شویم و به اهداف خود دست پیدا کنیم.,"برای ایجاد اتصال عاطفی با کودک و کمک به توسعه عاطفی‌شان، به سطوح بالاتری از بلوغ",Editorial,[],202,FALSE,FALSE
آیا خندیدن به مسخره کردن محسوب می‌شود؟,وقتی به مسائلی که جدی گرفته‌ایم، شوخی می‌کنیم، در واقع یک روش بازیگوشی داریم. مهم است که بفهمیم این خنده از یک مکان توهین یا حقارت نسبت به هیچ کس، شامل خودمان، نمی‌آید. به جای آن، خنده‌های ما با همدلی و عشق نسبت به کودک صورت می‌گیرد.,,Editorial,[],204,FALSE,FALSE
چرا باید بخندیم؟,هدف این است که بیاییم باور کنیم که در مقابل چالش‌ها و مسائل خود، در مثل گذشته، در SAT می‌توانیم آنها را با نگاهی مثبت و با احساس شوخ‌طبعی و شادی مشاهده کنیم.,,Editorial,[],205,FALSE,FALSE
چرا به خنده مداوم نیاز داریم؟,خنده مداوم می‌تواند بهترین داروی ضد استرس باشد.,,Editorial,[],206,FALSE,FALSE
چرا به تمرینات خنده نیاز داریم؟,تمرینات خنده مانند یک داروی ضد افسردگی هستند، زیرا انتقال موضوع افسردگی به علتی برای خنده می‌تواند به خنده‌ی خالص و دلگرم‌کننده تبدیل شود.,,Editorial,[],207,FALSE,FALSE
چگونه می‌توانیم تمرینات خنده را اجرا کنیم؟,با تمرین مکرر تمرینات خنده، می‌توانیم آن را برای مسائلی که ما را نگران می‌کند در حال حاضر و آینده استفاده کنیم.,,Editorial,[],208,FALSE,FALSE
چرا نیاز است که به رویدادهای دردناک دوران کودکیم دوباره بپردازم؟,در خود الحاق، در ابتدا مهارت‌هایی را کسب می‌کنیم تا احساسات مثبت را افزایش دهیم قبل از اینکه به دسته‌بندی تراوماتیک دوران کودکی از طریق بازبینی و بازپردازش آن‌ها بپردازیم.,,Editorial,[],209,FALSE,FALSE
چه تمرینات ذهنی هستند؟,"خواندن، بازی‌های ذهنی، یادگیری چیزهای جدید و مدیتیشن، همگی می‌توانند به عنوان تمرینات ذهنی در نظر گرفته شوند.",,Editorial,[],211,FALSE,FALSE
بازخورد,اگر بازخورد خود را ارائه دهید، بسیار ممنون می‌شوم. لطفاً بر روی تب بازخورد در نوار ناوبری کلیک کرده و از طریق لینک به فرم گوگل باکس بازخورد خود را ارائه دهید.,,Editorial,[],215,FALSE,TRUE
درس ۱,ما با معرفی دوره درسی شروع می‌کنیم. دلبستگی به خود (SAT) یک روش خودکمک است که به افراد کمک می‌کند تا احساسات خود را با ارتباط با "خود کودکی" خود که به عنوان "کودک" شناخته می‌شود، و "خود بزرگسالی" خود که به عنوان "بزرگسال" شناخته می‌شود، تنظیم کنند. در دوره SAT، هدف ما ایجاد ارتباط عاطفی با کودک و پرورش او برای دو ماه است تا به هدفی دست یابیم. اکنون می‌خواهم از شما خواهش کنم هدف غیرمادی را برای خود تعیین کنید که شما را به سوی رشد یا توسعه شخصی در جامعه هدایت می‌کند. این هدف می‌تواند موفقیت در زمینه تحصیلی، ورزشی، روحانی، حرفه‌ای یا خیریه باشد. همچنین توجه کنید که SAT باید جدی گرفته شود: برای موفقیت در تمرین پروتکل‌ها، لازم است هر شب حداقل 8 ساعت خواب داشته باشید و روزانه حداقل 30 دقیقه فعالیت ورزشی داشته باشید. همچنین تلاش کنید در طول 2 ماه اجرای دوره، از تصمیمات مهم در زندگی خود خودداری کنید.,ما با معرفی دوره درسی شروع می‌کنیم. در دوره SAT، هدف ما ایجاد ارتباط عاطفی با کودک و پرورش او برای دو ماه است تا به هدفی دست یابیم. حالا، یک هدف غیرمادی را برای خود تعیین کنید که شما را به سوی رشد یا توسعه شخصی در جامعه هدایت می‌کند، مانند هر هفته بازیافت انجام دهید.,Editorial,"[{""DisplayOrder"":1,""QnaId"":301,""DisplayText"":""Four stages of self-attachment""}]",300,FALSE,TRUE
چهار مرحله‌ی دلبستگی به خود,"در چهار مرحله، دلبستگی به خود رابطه‌ای میان کودک و یک والد خوب را تداعی می‌کند. ما خودمان را، که به آن "بزرگسال" می‌گوییم، به والدی تبدیل می‌کنیم که در توسعه‌ی عاطفی خودمان، یعنی "کودک"، کمک می‌کند. مرحله 1، "معرفی به نظریه‌ی دلبستگی" و SAT است. مرحله 2، "به ارتباط مهربانانه با کودک پیوستن" است. مرحله 3، "ایجاد ارتباط عاطفی با کودک" است. چهارمین مرحله، "آموزش توسعه‌ای برای کودک" است.",,Editorial,"[{""DisplayOrder"":1,""QnaId"":302,""DisplayText"":""Stage 1""}]",301,FALSE,TRUE
مرحله ۱,مرحله یک: معرفی به SAT SAT یک تکنیک برای بهبود سلامت روانی است. مانند هر روش دیگری برای بهبود خود، SAT نیازمند تلاش جدی، صبر و پیشرفت مداوم از سوی ما است. پروتکل‌های SAT رابطه‌ی والد-کودک را شبیه‌سازی می‌کنند، که ابتدا ممکن است عجیب به نظر بیاید. بنابراین، ما باید خودمان را با نظریه‌ی دلبستگی به طور کلی و فرضیات علمی تکنیک دلبستگی به خود آشنا کنیم.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":1,""DisplayText"":""Attachment theory""},{""DisplayOrder"":2,""QnaId"":303,""DisplayText"":""Role-play in SAT""}]",302,FALSE,TRUE
نقش‌آفرینی در نظریه دلبستگی به خود,"نقش‌آفرینی در SAT. مشکلات ما در به‌خوبی مدیریت کردن احساسات عموماً از ریشه‌های توسعه‌ی کودکی‌مان نشأت می‌گیرند. در SAT، بزرگسال یاد می‌گیرد که چگونه یک والد خوب با کودک تعامل دارد و از طریق نقش‌آفرینی به والدی برای کودک تبدیل می‌شود. استراتژی مداخله بر پایه همکاری بین بزرگسال و کودک برای تنظیم احساسات و یادگیری خنده می‌باشد.",,Editorial,"[{""DisplayOrder"":1,""QnaId"":304,""DisplayText"":""gradual improvement through SAT""}]",303,FALSE,TRUE
پیشرفت تدریجی از طریق نظریه دلبستگی به خود,"از آنجا که نظریه دلبستگی به خود از طریق یادگیری عادت‌های مثبت جدید رخ می‌دهد، بهبود پایدار فقط به‌طور تدریجی اتفاق خواهد افتاد و نیازمند تکرار روزانه و مداوم فعالیت‌های نظام‌مند برای اجرای پروتکل‌هاست. الگوهای غیربهینه فکری و رفتاری، در دوران کودکی‌مان تشکیل شده‌اند و سپس توسط تکرار در سال‌های بعدی تثبیت شده‌اند. بنابراین، توسعه الگوهای بهینه فکری و رفتاری نیز نیاز به ماه‌ها از تلاش روزانه و مداوم دارد. این مسئله صبر و پشتکار می‌طلبد.",پیشرفت پایدار در نظریه دلبستگی به خود، به تکرار مداوم و روزانه پروتکل‌ها بستگی دارد. این به دلیل این است که توسعه الگوهای بهینه فکری و رفتاری نیازمند ماه‌ها از تلاش روزانه، صبر و پشتکار است.,Editorial,"[{""DisplayOrder"":1,""QnaId"":305,""DisplayText"":""3 sets of exercises""}]",304,FALSE,TRUE
سه مجموع تمرین,۲۶ تمرین در نظریه دلبستگی به خود به سه مجموعه تقسیم شده‌اند: سطح اصلی اولیه: تمرینات ۱ تا ۱۰، سطح متوسط: تمرینات ۱۱ تا ۲۱، سطح پیشرفته: تمرینات ۲۲ تا ۲۶، لطفاً اطمینان حاصل کنید که می‌توانید تمرینات هر سطح را به طور مؤثر انجام دهید، پیش از انتقال به سطح بعدی.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":306,""DisplayText"":""Stage 2""}]",305,FALSE,TRUE
مرحله ۲,"انتقال به مرحله ۲: اتصال به خود کودک. ما بین خود بزرگسال و خود کودک تفاوت قائل می‌شویم. برای این تمایز از عکس‌های کودکی یا نمایه‌ها استفاده می‌کنیم. ما از عکس یا نمایه "خوشحال" برای بیان خوشحالی و "ناراحت" برای نشان دادن غم، عصبانیت، ترس یا نفرت استفاده می‌کنیم. با تجزیه و تحلیل این عکس‌ها یا نمایه‌ها و یادآوری رویدادهای گذشته کودکی‌مان، به تدریج یک نقاشی روانی از کودک ترسیم می‌کنیم. ما احساسات و مسائل خود را با والدین و افراد مهم در سال‌های ابتدایی بررسی می‌کنیم.",,Editorial,"[{""DisplayOrder"":1,""QnaId"":307,""DisplayText"":""Compassion for the child""},{""DisplayOrder"":1,""QnaId"":406,""DisplayText"":""What is an avatar""} ]",306,FALSE,TRUE
همدلی با کودک,"یکی از اصول‌های نظریه دلبستگی به خود، داشتن نگرش گرم و همدلانه نسبت به کودکی‌مان و مشکلات عاطفی‌اش است. بعداً، این همدلی می‌تواند به دیگران نیز گسترش یابد.",,Editorial,"[{""DisplayOrder"":1,""QnaId"":308,""DisplayText"":""Exercise 1""}]",307,FALSE,TRUE
تمرین ۱,"اکنون به انجام اولین تمرین درباره یادآوری خاطرات کودکی می‌پردازیم. در یک مکان آرام، به عکس‌های خوشحال و ناراحت‌کننده‌اتان نگاه کنید. با آواتار خود در احساسات مختلف تعامل کنید. خاطرات مثبت و منفی کودکی و روابط اوایل خانوادگی را به یاد بیاورید. این تمرین باید حداقل ۵ دقیقه طول بکشد.",,Editorial,"[{""DisplayOrder"":1,""QnaId"":309,""DisplayText"":""Exercise 2a""}]",308,FALSE,TRUE
تمرین ۲ الف,با چشم‌های بسته، ابتدا عکس خوشحال یا آواتار خود را تصور کنید و تصور کنید کودک در کنار شماست. حالا تصور کنید که دارید کودک را در آغوش می‌گیرید. سپس تصور کنید که با کودک بازی می‌کنید، به عنوان مثال بازی‌ای که در کودکی انجام می‌دادید. در نهایت، تصور کنید که با کودک رقص می‌کنید. در هر حالت به احساسات خود توجه کنید و بررسی کنید که چگونه احساس می‌کنید.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":310,""DisplayText"": ""Exercise 2b""}]",309,FALSE,TRUE
تمرین ۲ ب,با چشم‌های بسته، ابتدا عکس ناراحت یا آواتار ناراحت خود را تصور کنید و تصور کنید که کودک در نزدیکی شماست. سپس تصور کنید که کودک را در آغوش می‌گیرید و او را تسلی داده و دلگرمی می‌کنید. چشم‌های خود را باز کنید و کارتن گوگل را قرار دهید. یک احساس منفی (غم، خشم، ترس یا اشمیت) را بر روی آواتار خود تنظیم کنید. سپس روی "احساس خودکار" کلیک کنید و با خیره شدن به آواتار کودک خود، تصور کنید که او را آرامش می‌دهید و تسلی می‌بخشید که او را خوشحال می‌کند و در نهایت رقصیدن آغوش می‌کند. به احساسات خود در هر حالت توجه کنید و بررسی کنید که چگونه احساس می‌کنید.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":311,""DisplayText"":""Homework""}, {""DisplayOrder"":2,""QnaId"":405,""DisplayText"":""What is a Google Cardboard""}]",310,FALSE,TRUE
تکلیف,تبریک بابت تکمیل درس ۱! اینجا چند تکلیف برای شما وجود دارد تا با آنچه یاد گرفته‌اید بهتر شوید: تمرین کنید تمرین ۱، تمرین ۲آ با آواتار خوشحال و تمرین ۲ب با آواتار ناراحت را، حداقل ۵ دقیقه در هر تمرین، دو بار در روز. تجربه خود را پس از هر جلسه در دفتر خاطرات خود بنویسید.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":215,""DisplayText"":""getting your feedback""}]",311,TRUE,TRUE
درس ۲,ما درس ۲ را با مرور درس ۱ آغاز می‌کنیم.مراحل نظریه دلبستگی به خود عبارت‌اند از: مرحله ۱: "معرفی نظریه دلبستگی به خود" و SAT مرحله ۲: "اتصال همدردانه با کودک" مرحله ۳: "ایجاد ارتباط عاطفی با کودک" چهارمین مرحله: "آموزش توسعه‌ای کودک" در درس گذشته، مرحله ۱ و مرحله ۲ را با یادگیری داشتن همدردی با کودک به پایان رساندیم - با توجه به احساسات زیرین موجود، بدون توجه به ماهیت مثبت یا منفی آن‌ها. این درس ما با کار بر روی مرحله ۳، ایجاد یک رابطه تصویری اما مهربان با کودک، ادامه خواهیم داد.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":313,""DisplayText"":""Stage 3""}]",312,FALSE,TRUE
مرحله سه,مرحله سه: ایجاد ارتباط عاطفی با کودک. هدف این است که با ایجاد یک رابطه تصویری اما محبت‌آمیز با کودک، ارتباط عاطفی بسیاری را به وجود بیاوریم که شباهت زیادی به ارتباط عاطفی داشته با شد که یک والدین خوب با کودک خود دارد.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":315,""DisplayText"":""Exercise 3""}]",313,FALSE,TRUE
تمرین ۳,"تمرین ۳: خواندن یک ترانه از عشق و احترام. نسخه‌هایی از عکس شاد خود را چاپ کنید تا در خانه، محل کار یا کیف پولتان قرار دهید. حتی می‌توانید آن را به عنوان پس زمینه گوشی یا لپ‌تاپ‌تان تنظیم کنید. سپس، یک ترانه شاد، مطربانه و محبوب که احساسات دلچسب و احترام را در شما برانگیخته است انتخاب کنید. این ترانه را به حفظ بسپارید و همچنان که می‌توانید در روزانه خود اجرا کنید. هنگامی که به عکس شاد نگاه می‌کنید، با خواندن این ترانه ارتباط عاطفی عمیقی با کودک ذهنتان برقرار کنید. به‌تدریج شروع به آرام کردن صدای خود کنید و با گذشت زمان، اجازه دهید صدایتان بلندتر شود و بیشتر از بدن‌تان استفاده کنید (مثلاً با تکان دادن شانه‌ها، دست‌ها و جابه‌جا کردن ابروهایتان). در همین حال، تصور کنید که به عنوان یک والد، در گفت‌وگوی محبت‌آمیز و پرشور با کودک رقص می‌کنید و بازی می‌کنید.",,Editorial,"[{""DisplayOrder"":1,""QnaId"":318,""DisplayText"":""Love and affection for the Child""}, {""DisplayOrder"":2,""QnaId"":316,""DisplayText"":""Examples of songs""}]",315,FALSE,TRUE
نمونه‌ای از آهنگ‌ها,"یک مثال از ترانه می‌تواند «قلب من ادامه دارد» از سلین دیون باشد. اکنون یک قطعه‌ای از آن را پخش خواهم کرد.",,Editorial,"[{""DisplayOrder"":1,""QnaId"":318,""DisplayText"":""Falling in love with the child""},{""DisplayOrder"":2,""QnaId"":317,""DisplayText"":""Another example of songs""}]",316,FALSE,TRUE
یک مثال دیگر از آهنگ‌ها,یک مثال دیگر از ترانه‌ها می‌تواند یک ترانه‌ای باشد که در دوران کودکی‌تان دوست داشته‌اید.به عنوان مثال، «زیر دریا» از فیلم «پری دریایی کوچولو» (Little Mermaid).,,Editorial,"[{""DisplayOrder"":1,""QnaId"":318,""DisplayText"":""Next""}]",317,FALSE,TRUE
چرا به آواز خواندن با کودک نیاز داریم؟,با خواندن به کودک، ما دوپامین در مرکز پاداش مغز رها می‌کنیم. این باعث ایجاد امید و انگیزه برای انجام پروتکل‌های نظریه دلبستگی به خود می‌شود. ترشح دوپامین همچنین منجر به ترشح سروتونین، اوکسیتوسین و واسوپرسین می‌شود که ما را برای عشق و مراقبت فعال از کودک آماده می‌کنند.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":319,""DisplayText"":""Next""}]",318,FALSE,TRUE
بلند صحبت کردن با کودک,در دوران کودکی، صحبت کردن به زبان سخن‌های خود به توسعه عاطفی و شناختی و همچنین ایجاد گفتگوی داخلی کمک می‌کند. متأسفانه این عمل در مدرسه و خانه به طور معمول با انگیزه کردن نمی‌شود. تحقیقات نشان می‌دهد که بزرگسالانی که در حل مسائل به صدا درآوردن افکار خود اقدام می‌کنند، معمولاً موفق‌تر هستند. بنابراین، صحبت کردن به زبان سخن‌های خود، بخشی از بالندگی هیجانی و شناختی است و نشان‌دهنده رشد روان‌شناختی است، بلکه نشان‌دهنده دیوانگی نیست.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":320,""DisplayText"":""exercise 4""}]",319,FALSE,TRUE
تمرین ۴,هدف از تمرین ۴ ابراز عشق و مراقبت نسبت به کودک است. با لبخند صادق به عکس یا نماد همراه با لبخند دست به زبان بلند به کودک بگویید: "من با شوق و عشق عمیق برای تو مراقبت می‌کنم.",,Editorial,"isplayOrder"":1,""QnaId"":321,""DisplayText"":""exercise 5""}]",320,FALSE,TRUE
تمرین ۵,تمرین ۵: تعهد به مراقبت و حمایت از کودک ما انسان‌ها یک توانایی ذاتی و بنیادین برای مراقبت از کودک دارند. در این تمرین، ما شروع به مراقبت از کودک به عنوان کودک خود می‌کنیم. ما احساسات خود را به کودک نسبت می‌دهیم و به او پروژه می‌کنیم. در یک زمان و مکان خاص، به عنوان خود بزرگ‌تر، با یک تعهد آغاز می‌کنیم. بعد از خواندن به طور خاموش تعهد، اعلاناً به صدا تعهد زیر را می‌دهیم: "از این پس، من به دنبال عمل به عنوان یک والد متعهد و محبت‌ور به این کودک هستم، به همه ی توانایی‌ها و با تمام دل و روح به او مراقبت خواهم کرد. هر کاری که می‌توانم برای حمایت از سلامت و رشد عاطفی این کودک انجام خواهم داد.",,Editorial,"[{""DisplayOrder"":1,""QnaId"":322,""DisplayText"":""Next""}]",321,FALSE,TRUE
تکلیف,تبریک بابت تکمیل درس دوم! به خاطر دارید که تمرین ۳ و سپس تمرین ۴ را تمرین کنید، همچنین می‌توانید به تمرین‌های ۱ و ۲ هم بازگردید اگر فکر می‌کنید نیاز دارید. در جلسات با دقت برنامه‌ریزی شده، می‌توانید تمرین ۵ را تمرین کنید.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":215,""DisplayText"":""getting your feedback""}]",322,TRUE,TRUE
درس سوم,در درس سوم، ما رابطه عاشقانه و پرشور خود را با کودک داشته و دلبستگی‌ای به طبیعت ایجاد خواهیم کرد.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":324,""DisplayText"":""importance of house building""}]",323,FALSE,TRUE
اهمیت ساختن خانه,ساختن خانه، یکی از فعالیت‌های کلیدی انسان‌هاست زیرا حفاظت فیزیکی، ایمنی و امنیت را فراهم می‌کند. همچنین یکی از اولین بازی‌هایی است که کودکان بازی می‌کنند. ساختن یک خانه رویایی نیز نمادی از ساختن یک خود نو است. هدف از نظریه دلبستگی به خود، قدرت‌بخشی فرد از طریق اقدامات و خلاقیت در ساختن یک خانه جدید است. هر مرحله از ساختن خانه جدید نشان‌دهنده پیشرفت‌هایی است که در ترمیم دنیای داخلی خود و توسعه‌ی جهت‌گیری جدید در زندگی به دست آمده‌است؛ زیرا خانه جدید بازسازی هنری از جهان هیجانی ماست.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":325,""DisplayText"":""exercise 6""}]",324,FALSE,TRUE
تمرین ۶,هدف از تمرین ۶، بازسازی جهان هیجانی‌مان پس از پیمان‌بستن است. با تصور یا ترسیم، جهان هیجانی‌مان را به عنوان یک خانه تصور می‌کنیم که برخی از نواحی آن دچار خرابی شده‌اند و ما آن‌ها را به طور کامل بازسازی خواهیم کرد. سپس یک خانه جدید با اتاق‌های روشن و خورشیدی و یک باغ تصور می‌کنیم و تصور می‌کنیم که در این محیط تمرینات نظریه دلبستگی به خود را انجام می‌دهیم. به عنوان مثال، می‌توانیم در یکی از اتاق‌های این خانه اهنگ‌های شاد عاشقانه بخوانیم. این خانه جدید برای فراهم کردن پناهگاهی ایمن در لحظات تنگدستی برای کودک ایجاد می‌شود. زیرزمینی که هنوز بازسازی نشده در خانه جدید، یادآوری خانه خراب‌شده است و هنوز هم محیطی است که هیجانات منفی ما از جمله ترس، خشم و ناامیدی در آن پیچیده شده‌اند. وقتی با این هیجانات منفی مواجه می‌شویم، تصور می‌کنیم که کودک ما در این زیرزمین گرفتار شده است و به تدریج یاد می‌گیرد که درب زیرزمین را باز کند، بیرون بیاید و وارد اتاق‌های روشن شود: با عاشقانه دیدار با بزرگسال.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":326,""DisplayText"":""Exercise 7a""}]",325,FALSE,TRUE
تمرین ۷ الف,تمرین ۷ الف: حفظ رابطه عاشقانه با کودک یک عبارت کوتاه انتخاب کنید، به عنوان مثال "تو کودک زیبای من" یا "عشق من". این عبارت را به آرامی و بلند بلند حداقل ۵ بار بخوانید همچنین به عنوانی که به تصویر خوشحال کودک نگاه می‌کنید. سپس حداقل ۵ بار از آهنگ عاشقانه مورد علاقه‌تان بخوانید. همانند تمرین ۳، صدا را بلندتر کنید و شروع به استفاده از کل بدن خود کنید.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":327,""DisplayText"":""exercise 7b""}]",326,FALSE,TRUE
تمرین ۷ ب,تمرین ۷ب: ایجاد اشتیاق برای زندگی همچنین در حینی که به آینه نگاه می‌کنید، تصور کنید که تصویرتان نمایانگر کودک است، سپس شروع به خواندن بلند آهنگ عاشقانه‌تان کنید. مانند قبل، صدا را بلندتر کنید و شروع به استفاده از کل بدن خود کنید. اگر به سختی می‌توانید تصور کنید کودک در آینه است، عکس "خوشحال" کودک خود را در مقابل آینه قرار داده و به جای اینکه کودک را در آینه تصور کنید، این تمرین را انجام دهید. اکنون این کار را دو بار انجام دهید و بعداً تا جایی که امکان دارد در شرایط مختلفی در طول روز تکرار کنید، مثلاً هنگام رفتن به محل کار یا هنگام پخت غذا، تا آن را به زندگی جدیدتان یاد بدهید. وقتی خواندن آهنگ مورد علاقه‌تان به عادت تبدیل می‌شود، این ابزار مؤثری برای افزایش اثرات مثبت و مدیریت احساسات می‌شود.,,,"[{""DisplayOrder"":1,""QnaId"":328,""DisplayText"":""exercise 8""}]",327,FALSE,TRUE
